path,filename,true_label,true_label_name,yolo_detected,yolo_conf,model_a_score,model_a_clip_danger_score,model_a_best_caption_number,model_a_best_caption,model_a_best_category,model_a_best_caption_score,model_b_score,model_b_best_caption_number,model_b_best_caption,model_b_best_category,model_b_best_caption_score,model_c_score,model_c_best_category
/content/drive/MyDrive/yolo-clip images/B6/smoking142.jpg,smoking142.jpg,0,not dangerous fire,FALSE,0,0,0,,,no-yolo-fire-detected,0,7.69E-06,9,"Man exhales smoke from a lit cigarette, emitting visible white vapor",safe-fire,1,0,no-yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B6/smoking143.jpg,smoking143.jpg,0,not dangerous fire,FALSE,0,0,0,,,no-yolo-fire-detected,0,0.007694244385,9,"Man exhales smoke from a lit cigarette, emitting visible white vapor",safe-fire,0.9907226563,0,no-yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B6/smoking144.jpg,smoking144.jpg,0,not dangerous fire,FALSE,0,0,0,,,no-yolo-fire-detected,0,5.48E-06,9,"Man exhales smoke from a lit cigarette, emitting visible white vapor",safe-fire,1,0,no-yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B6/smoking145.jpg,smoking145.jpg,0,not dangerous fire,TRUE,0.4972357154,5.76E-05,0.0001158118248,9,"Man exhales smoke from a lit cigarette, emitting visible white vapor",safe-fire,0.9970703125,0.0001158118248,9,"Man exhales smoke from a lit cigarette, emitting visible white vapor",safe-fire,0.9970703125,0.4972357154,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B6/smoking146.jpg,smoking146.jpg,0,not dangerous fire,FALSE,0,0,0,,,no-yolo-fire-detected,0,0.0002460479736,9,"Man exhales smoke from a lit cigarette, emitting visible white vapor",safe-fire,0.9995117188,0,no-yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B6/smoking147.jpg,smoking147.jpg,0,not dangerous fire,FALSE,0,0,0,,,no-yolo-fire-detected,0,0.0001614093781,9,"Man exhales smoke from a lit cigarette, emitting visible white vapor",safe-fire,0.9731445313,0,no-yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B6/smoking148.jpg,smoking148.jpg,0,not dangerous fire,FALSE,0,0,0,,,no-yolo-fire-detected,0,1.19E-07,9,"Man exhales smoke from a lit cigarette, emitting visible white vapor",safe-fire,1,0,no-yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B6/smoking149.jpg,smoking149.jpg,0,not dangerous fire,FALSE,0,0,0,,,no-yolo-fire-detected,0,5.63E-05,9,"Man exhales smoke from a lit cigarette, emitting visible white vapor",safe-fire,0.9848632813,0,no-yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B6/smoking15.jpg,smoking15.jpg,0,not dangerous fire,FALSE,0,0,0,,,no-yolo-fire-detected,0,0.000262260437,9,"Man exhales smoke from a lit cigarette, emitting visible white vapor",safe-fire,0.9868164063,0,no-yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B6/smoking150.jpg,smoking150.jpg,0,not dangerous fire,FALSE,0,0,0,,,no-yolo-fire-detected,0,0.0002565383911,9,"Man exhales smoke from a lit cigarette, emitting visible white vapor",safe-fire,0.9951171875,0,no-yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B6/smoking151.jpg,smoking151.jpg,0,not dangerous fire,TRUE,0.6414223909,4.24E-06,6.62E-06,9,"Man exhales smoke from a lit cigarette, emitting visible white vapor",safe-fire,0.9995117188,6.62E-06,9,"Man exhales smoke from a lit cigarette, emitting visible white vapor",safe-fire,0.9995117188,0.6414223909,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B6/smoking152.jpg,smoking152.jpg,0,not dangerous fire,FALSE,0,0,0,,,no-yolo-fire-detected,0,0.000278711319,9,"Man exhales smoke from a lit cigarette, emitting visible white vapor",safe-fire,0.9990234375,0,no-yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B6/smoking153.jpg,smoking153.jpg,0,not dangerous fire,FALSE,0,0,0,,,no-yolo-fire-detected,0,2.74E-06,9,"Man exhales smoke from a lit cigarette, emitting visible white vapor",safe-fire,1,0,no-yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B6/smoking154.jpg,smoking154.jpg,0,not dangerous fire,TRUE,0.4423919916,0.0005206219842,0.001176834106,9,"Man exhales smoke from a lit cigarette, emitting visible white vapor",safe-fire,0.9858398438,0.001176834106,9,"Man exhales smoke from a lit cigarette, emitting visible white vapor",safe-fire,0.9858398438,0.4423919916,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B6/smoking155.jpg,smoking155.jpg,0,not dangerous fire,FALSE,0,0,0,,,no-yolo-fire-detected,0,0.06161499023,11,Bright streetlamps and dense smoke create a hazy atmosphere,looks-like-fire,0.4143066406,0,no-yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B6/smoking156.jpg,smoking156.jpg,0,not dangerous fire,TRUE,0.6279528737,4.94E-06,7.87E-06,9,"Man exhales smoke from a lit cigarette, emitting visible white vapor",safe-fire,1,7.87E-06,9,"Man exhales smoke from a lit cigarette, emitting visible white vapor",safe-fire,1,0.6279528737,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B6/smoking157.jpg,smoking157.jpg,0,not dangerous fire,FALSE,0,0,0,,,no-yolo-fire-detected,0,1.79E-06,9,"Man exhales smoke from a lit cigarette, emitting visible white vapor",safe-fire,1,0,no-yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B6/smoking158.jpg,smoking158.jpg,0,not dangerous fire,FALSE,0,0,0,,,no-yolo-fire-detected,0,9.89E-06,9,"Man exhales smoke from a lit cigarette, emitting visible white vapor",safe-fire,0.9995117188,0,no-yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B6/smoking159.jpg,smoking159.jpg,0,not dangerous fire,FALSE,0,0,0,,,no-yolo-fire-detected,0,2.74E-06,9,"Man exhales smoke from a lit cigarette, emitting visible white vapor",safe-fire,0.9995117188,0,no-yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B6/smoking16.jpg,smoking16.jpg,0,not dangerous fire,FALSE,0,0,0,,,no-yolo-fire-detected,0,7.69E-06,9,"Man exhales smoke from a lit cigarette, emitting visible white vapor",safe-fire,0.9995117188,0,no-yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B6/smoking160.jpg,smoking160.jpg,0,not dangerous fire,FALSE,0,0,0,,,no-yolo-fire-detected,0,2.32E-05,9,"Man exhales smoke from a lit cigarette, emitting visible white vapor",safe-fire,0.9995117188,0,no-yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B6/smoking161.jpg,smoking161.jpg,0,not dangerous fire,FALSE,0,0,0,,,no-yolo-fire-detected,0,9.24E-06,9,"Man exhales smoke from a lit cigarette, emitting visible white vapor",safe-fire,1,0,no-yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B6/smoking162.jpg,smoking162.jpg,0,not dangerous fire,FALSE,0,0,0,,,no-yolo-fire-detected,0,1.37E-06,9,"Man exhales smoke from a lit cigarette, emitting visible white vapor",safe-fire,1,0,no-yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B6/smoking163.jpg,smoking163.jpg,0,not dangerous fire,FALSE,0,0,0,,,no-yolo-fire-detected,0,1.79E-06,9,"Man exhales smoke from a lit cigarette, emitting visible white vapor",safe-fire,1,0,no-yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B6/smoking164.jpg,smoking164.jpg,0,not dangerous fire,TRUE,0.4546919465,0.0004648492495,0.001022338867,9,"Man exhales smoke from a lit cigarette, emitting visible white vapor",safe-fire,0.900390625,0.001022338867,9,"Man exhales smoke from a lit cigarette, emitting visible white vapor",safe-fire,0.900390625,0.4546919465,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B6/smoking165.jpg,smoking165.jpg,0,not dangerous fire,FALSE,0,0,0,,,no-yolo-fire-detected,0,0.002258300781,9,"Man exhales smoke from a lit cigarette, emitting visible white vapor",safe-fire,0.890625,0,no-yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B6/smoking166.jpg,smoking166.jpg,0,not dangerous fire,FALSE,0,0,0,,,no-yolo-fire-detected,0,1.13E-06,9,"Man exhales smoke from a lit cigarette, emitting visible white vapor",safe-fire,1,0,no-yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B6/smoking167.jpg,smoking167.jpg,0,not dangerous fire,FALSE,0,0,0,,,no-yolo-fire-detected,0,0.001015663147,9,"Man exhales smoke from a lit cigarette, emitting visible white vapor",safe-fire,0.9965820313,0,no-yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B6/smoking168.jpg,smoking168.jpg,0,not dangerous fire,FALSE,0,0,0,,,no-yolo-fire-detected,0,0.0001364946365,9,"Man exhales smoke from a lit cigarette, emitting visible white vapor",safe-fire,0.9750976563,0,no-yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B6/smoking169.jpg,smoking169.jpg,0,not dangerous fire,FALSE,0,0,0,,,no-yolo-fire-detected,0,0.0002634525299,9,"Man exhales smoke from a lit cigarette, emitting visible white vapor",safe-fire,0.9970703125,0,no-yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B6/smoking17.jpg,smoking17.jpg,0,not dangerous fire,FALSE,0,0,0,,,no-yolo-fire-detected,0,0.0001038908958,9,"Man exhales smoke from a lit cigarette, emitting visible white vapor",safe-fire,0.9970703125,0,no-yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B6/smoking170.jpg,smoking170.jpg,0,not dangerous fire,TRUE,0.5740039945,3.58E-05,6.23E-05,9,"Man exhales smoke from a lit cigarette, emitting visible white vapor",safe-fire,0.9995117188,6.23E-05,9,"Man exhales smoke from a lit cigarette, emitting visible white vapor",safe-fire,0.9995117188,0.5740039945,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B6/smoking171.jpg,smoking171.jpg,0,not dangerous fire,FALSE,0,0,0,,,no-yolo-fire-detected,0,5.70E-05,9,"Man exhales smoke from a lit cigarette, emitting visible white vapor",safe-fire,0.9995117188,0,no-yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B6/smoking172.jpg,smoking172.jpg,0,not dangerous fire,FALSE,0,0,0,,,no-yolo-fire-detected,0,0.0001842975616,9,"Man exhales smoke from a lit cigarette, emitting visible white vapor",safe-fire,0.9990234375,0,no-yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B6/smoking173.jpg,smoking173.jpg,0,not dangerous fire,FALSE,0,0,0,,,no-yolo-fire-detected,0,2.74E-06,9,"Man exhales smoke from a lit cigarette, emitting visible white vapor",safe-fire,1,0,no-yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B6/smoking174.jpg,smoking174.jpg,0,not dangerous fire,FALSE,0,0,0,,,no-yolo-fire-detected,0,8.36E-05,9,"Man exhales smoke from a lit cigarette, emitting visible white vapor",safe-fire,0.9946289063,0,no-yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B6/smoking175.jpg,smoking175.jpg,0,not dangerous fire,FALSE,0,0,0,,,no-yolo-fire-detected,0,9.18E-06,9,"Man exhales smoke from a lit cigarette, emitting visible white vapor",safe-fire,1,0,no-yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B6/smoking176.jpg,smoking176.jpg,0,not dangerous fire,TRUE,0.4632214606,9.39E-07,2.03E-06,9,"Man exhales smoke from a lit cigarette, emitting visible white vapor",safe-fire,1,2.03E-06,9,"Man exhales smoke from a lit cigarette, emitting visible white vapor",safe-fire,1,0.4632214606,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B6/smoking177.jpg,smoking177.jpg,0,not dangerous fire,FALSE,0,0,0,,,no-yolo-fire-detected,0,3.75E-05,9,"Man exhales smoke from a lit cigarette, emitting visible white vapor",safe-fire,1,0,no-yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B6/smoking178.jpg,smoking178.jpg,0,not dangerous fire,FALSE,0,0,0,,,no-yolo-fire-detected,0,0.002674102783,9,"Man exhales smoke from a lit cigarette, emitting visible white vapor",safe-fire,0.84375,0,no-yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B6/smoking179.jpg,smoking179.jpg,0,not dangerous fire,FALSE,0,0,0,,,no-yolo-fire-detected,0,0.0007429122925,9,"Man exhales smoke from a lit cigarette, emitting visible white vapor",safe-fire,0.9384765625,0,no-yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B6/smoking18.jpg,smoking18.jpg,0,not dangerous fire,FALSE,0,0,0,,,no-yolo-fire-detected,0,6.00E-05,9,"Man exhales smoke from a lit cigarette, emitting visible white vapor",safe-fire,1,0,no-yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B6/smoking180.jpg,smoking180.jpg,0,not dangerous fire,FALSE,0,0,0,,,no-yolo-fire-detected,0,9.00E-06,9,"Man exhales smoke from a lit cigarette, emitting visible white vapor",safe-fire,1,0,no-yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B6/smoking181.jpg,smoking181.jpg,0,not dangerous fire,FALSE,0,0,0,,,no-yolo-fire-detected,0,5.07E-06,9,"Man exhales smoke from a lit cigarette, emitting visible white vapor",safe-fire,1,0,no-yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B6/smoking182.jpg,smoking182.jpg,0,not dangerous fire,FALSE,0,0,0,,,no-yolo-fire-detected,0,0.0009117126465,9,"Man exhales smoke from a lit cigarette, emitting visible white vapor",safe-fire,0.92578125,0,no-yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B6/smoking183.jpg,smoking183.jpg,0,not dangerous fire,FALSE,0,0,0,,,no-yolo-fire-detected,0,4.29E-06,9,"Man exhales smoke from a lit cigarette, emitting visible white vapor",safe-fire,1,0,no-yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B6/smoking184.jpg,smoking184.jpg,0,not dangerous fire,FALSE,0,0,0,,,no-yolo-fire-detected,0,1.91E-06,9,"Man exhales smoke from a lit cigarette, emitting visible white vapor",safe-fire,1,0,no-yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B6/smoking185.jpg,smoking185.jpg,0,not dangerous fire,FALSE,0,0,0,,,no-yolo-fire-detected,0,4.11E-06,9,"Man exhales smoke from a lit cigarette, emitting visible white vapor",safe-fire,1,0,no-yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B6/smoking186.jpg,smoking186.jpg,0,not dangerous fire,FALSE,0,0,0,,,no-yolo-fire-detected,0,1.66E-05,9,"Man exhales smoke from a lit cigarette, emitting visible white vapor",safe-fire,1,0,no-yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B6/smoking187.jpg,smoking187.jpg,0,not dangerous fire,FALSE,0,0,0,,,no-yolo-fire-detected,0,5.30E-06,9,"Man exhales smoke from a lit cigarette, emitting visible white vapor",safe-fire,0.9995117188,0,no-yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B6/smoking188.jpg,smoking188.jpg,0,not dangerous fire,FALSE,0,0,0,,,no-yolo-fire-detected,0,1.13E-06,9,"Man exhales smoke from a lit cigarette, emitting visible white vapor",safe-fire,1,0,no-yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B6/smoking189.jpg,smoking189.jpg,0,not dangerous fire,FALSE,0,0,0,,,no-yolo-fire-detected,0,0.0001299381256,9,"Man exhales smoke from a lit cigarette, emitting visible white vapor",safe-fire,0.9594726563,0,no-yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B6/smoking19.jpg,smoking19.jpg,0,not dangerous fire,FALSE,0,0,0,,,no-yolo-fire-detected,0,0.02391052246,9,"Man exhales smoke from a lit cigarette, emitting visible white vapor",safe-fire,0.8388671875,0,no-yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B6/smoking190.jpg,smoking190.jpg,0,not dangerous fire,FALSE,0,0,0,,,no-yolo-fire-detected,0,0.0001833438873,9,"Man exhales smoke from a lit cigarette, emitting visible white vapor",safe-fire,0.9946289063,0,no-yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B6/smoking191.jpg,smoking191.jpg,0,not dangerous fire,FALSE,0,0,0,,,no-yolo-fire-detected,0,0.001159667969,9,"Man exhales smoke from a lit cigarette, emitting visible white vapor",safe-fire,0.9892578125,0,no-yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B6/smoking192.jpg,smoking192.jpg,0,not dangerous fire,FALSE,0,0,0,,,no-yolo-fire-detected,0,3.64E-05,9,"Man exhales smoke from a lit cigarette, emitting visible white vapor",safe-fire,1,0,no-yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B6/smoking193.jpg,smoking193.jpg,0,not dangerous fire,FALSE,0,0,0,,,no-yolo-fire-detected,0,6.26E-06,9,"Man exhales smoke from a lit cigarette, emitting visible white vapor",safe-fire,1,0,no-yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B6/smoking194.jpg,smoking194.jpg,0,not dangerous fire,FALSE,0,0,0,,,no-yolo-fire-detected,0,3.00E-05,9,"Man exhales smoke from a lit cigarette, emitting visible white vapor",safe-fire,0.9990234375,0,no-yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B6/smoking195.jpg,smoking195.jpg,0,not dangerous fire,FALSE,0,0,0,,,no-yolo-fire-detected,0,5.10E-05,9,"Man exhales smoke from a lit cigarette, emitting visible white vapor",safe-fire,0.9990234375,0,no-yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B6/smoking196.jpg,smoking196.jpg,0,not dangerous fire,FALSE,0,0,0,,,no-yolo-fire-detected,0,0.001883506775,9,"Man exhales smoke from a lit cigarette, emitting visible white vapor",safe-fire,0.9833984375,0,no-yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B6/smoking197.jpg,smoking197.jpg,0,not dangerous fire,FALSE,0,0,0,,,no-yolo-fire-detected,0,3.11E-05,9,"Man exhales smoke from a lit cigarette, emitting visible white vapor",safe-fire,1,0,no-yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B6/smoking198.jpg,smoking198.jpg,0,not dangerous fire,FALSE,0,0,0,,,no-yolo-fire-detected,0,9.63E-05,9,"Man exhales smoke from a lit cigarette, emitting visible white vapor",safe-fire,0.9995117188,0,no-yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B6/smoking199.jpg,smoking199.jpg,0,not dangerous fire,FALSE,0,0,0,,,no-yolo-fire-detected,0,1.79E-05,9,"Man exhales smoke from a lit cigarette, emitting visible white vapor",safe-fire,1,0,no-yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B6/smoking2.jpg,smoking2.jpg,0,not dangerous fire,FALSE,0,0,0,,,no-yolo-fire-detected,0,3.40E-06,9,"Man exhales smoke from a lit cigarette, emitting visible white vapor",safe-fire,1,0,no-yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B6/smoking20.jpg,smoking20.jpg,0,not dangerous fire,FALSE,0,0,0,,,no-yolo-fire-detected,0,0.00123500824,9,"Man exhales smoke from a lit cigarette, emitting visible white vapor",safe-fire,0.873046875,0,no-yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B6/smoking200.jpg,smoking200.jpg,0,not dangerous fire,FALSE,0,0,0,,,no-yolo-fire-detected,0,7.69E-06,9,"Man exhales smoke from a lit cigarette, emitting visible white vapor",safe-fire,1,0,no-yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B6/smoking21.jpg,smoking21.jpg,0,not dangerous fire,TRUE,0.3027754128,0.006061421838,0.02001953125,9,"Man exhales smoke from a lit cigarette, emitting visible white vapor",safe-fire,0.73828125,0.02001953125,9,"Man exhales smoke from a lit cigarette, emitting visible white vapor",safe-fire,0.73828125,0.3027754128,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B6/smoking22.jpg,smoking22.jpg,0,not dangerous fire,FALSE,0,0,0,,,no-yolo-fire-detected,0,0.005172729492,9,"Man exhales smoke from a lit cigarette, emitting visible white vapor",safe-fire,0.8803710938,0,no-yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B6/smoking23.jpg,smoking23.jpg,0,not dangerous fire,TRUE,0.3728120625,2.69E-06,7.21E-06,9,"Man exhales smoke from a lit cigarette, emitting visible white vapor",safe-fire,0.9995117188,7.21E-06,9,"Man exhales smoke from a lit cigarette, emitting visible white vapor",safe-fire,0.9995117188,0.3728120625,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B6/smoking24.jpg,smoking24.jpg,0,not dangerous fire,FALSE,0,0,0,,,no-yolo-fire-detected,0,0.01214599609,7,Candle flame burning in a dark environment,safe-fire,0.8471679688,0,no-yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B6/smoking25.jpg,smoking25.jpg,0,not dangerous fire,FALSE,0,0,0,,,no-yolo-fire-detected,0,0.003360748291,9,"Man exhales smoke from a lit cigarette, emitting visible white vapor",safe-fire,0.927734375,0,no-yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B6/smoking26.jpg,smoking26.jpg,0,not dangerous fire,TRUE,0.3911728859,6.71E-05,0.000171661377,9,"Man exhales smoke from a lit cigarette, emitting visible white vapor",safe-fire,0.974609375,0.000171661377,9,"Man exhales smoke from a lit cigarette, emitting visible white vapor",safe-fire,0.974609375,0.3911728859,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B6/smoking27.jpg,smoking27.jpg,0,not dangerous fire,FALSE,0,0,0,,,no-yolo-fire-detected,0,9.60E-06,9,"Man exhales smoke from a lit cigarette, emitting visible white vapor",safe-fire,0.9995117188,0,no-yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B6/smoking28.jpg,smoking28.jpg,0,not dangerous fire,TRUE,0.7809216976,0.004462511837,0.005714416504,9,"Man exhales smoke from a lit cigarette, emitting visible white vapor",safe-fire,0.8627929688,0.005714416504,9,"Man exhales smoke from a lit cigarette, emitting visible white vapor",safe-fire,0.8627929688,0.7809216976,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B6/smoking29.jpg,smoking29.jpg,0,not dangerous fire,FALSE,0,0,0,,,no-yolo-fire-detected,0,2.18E-05,9,"Man exhales smoke from a lit cigarette, emitting visible white vapor",safe-fire,1,0,no-yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B6/smoking3.jpeg,smoking3.jpeg,0,not dangerous fire,FALSE,0,0,0,,,no-yolo-fire-detected,0,0.001450538635,9,"Man exhales smoke from a lit cigarette, emitting visible white vapor",safe-fire,0.8862304688,0,no-yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B6/smoking30.jpg,smoking30.jpg,0,not dangerous fire,TRUE,0.3373154104,6.15E-06,1.82E-05,9,"Man exhales smoke from a lit cigarette, emitting visible white vapor",safe-fire,0.9990234375,1.82E-05,9,"Man exhales smoke from a lit cigarette, emitting visible white vapor",safe-fire,0.9990234375,0.3373154104,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B6/smoking31.jpg,smoking31.jpg,0,not dangerous fire,FALSE,0,0,0,,,no-yolo-fire-detected,0,0.000527381897,9,"Man exhales smoke from a lit cigarette, emitting visible white vapor",safe-fire,0.9956054688,0,no-yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B6/smoking32.jpg,smoking32.jpg,0,not dangerous fire,TRUE,0.5472854376,0.0005344584351,0.0009765625,9,"Man exhales smoke from a lit cigarette, emitting visible white vapor",safe-fire,0.9658203125,0.0009765625,9,"Man exhales smoke from a lit cigarette, emitting visible white vapor",safe-fire,0.9658203125,0.5472854376,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B6/smoking33.jpg,smoking33.jpg,0,not dangerous fire,FALSE,0,0,0,,,no-yolo-fire-detected,0,0.009254455566,7,Candle flame burning in a dark environment,safe-fire,0.5932617188,0,no-yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B6/smoking34.jpg,smoking34.jpg,0,not dangerous fire,FALSE,0,0,0,,,no-yolo-fire-detected,0,5.06E-05,9,"Man exhales smoke from a lit cigarette, emitting visible white vapor",safe-fire,0.9990234375,0,no-yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B6/smoking35.jpg,smoking35.jpg,0,not dangerous fire,FALSE,0,0,0,,,no-yolo-fire-detected,0,3.22E-06,9,"Man exhales smoke from a lit cigarette, emitting visible white vapor",safe-fire,1,0,no-yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B6/smoking36.jpg,smoking36.jpg,0,not dangerous fire,FALSE,0,0,0,,,no-yolo-fire-detected,0,9.08E-05,9,"Man exhales smoke from a lit cigarette, emitting visible white vapor",safe-fire,0.9169921875,0,no-yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B6/smoking37.jpg,smoking37.jpg,0,not dangerous fire,FALSE,0,0,0,,,no-yolo-fire-detected,0,0.000771522522,9,"Man exhales smoke from a lit cigarette, emitting visible white vapor",safe-fire,0.9389648438,0,no-yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B6/smoking38.jpg,smoking38.jpg,0,not dangerous fire,TRUE,0.374058187,7.74E-06,2.07E-05,9,"Man exhales smoke from a lit cigarette, emitting visible white vapor",safe-fire,0.9985351563,2.07E-05,9,"Man exhales smoke from a lit cigarette, emitting visible white vapor",safe-fire,0.9985351563,0.374058187,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B6/smoking39.jpg,smoking39.jpg,0,not dangerous fire,TRUE,0.2507629991,0.0001430094466,0.0005702972412,9,"Man exhales smoke from a lit cigarette, emitting visible white vapor",safe-fire,0.9887695313,0.0005702972412,9,"Man exhales smoke from a lit cigarette, emitting visible white vapor",safe-fire,0.9887695313,0.2507629991,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B6/smoking4.jpeg,smoking4.jpeg,0,not dangerous fire,FALSE,0,0,0,,,no-yolo-fire-detected,0,5.24E-05,9,"Man exhales smoke from a lit cigarette, emitting visible white vapor",safe-fire,0.9990234375,0,no-yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B6/smoking40.jpg,smoking40.jpg,0,not dangerous fire,FALSE,0,0,0,,,no-yolo-fire-detected,0,0.001146316528,9,"Man exhales smoke from a lit cigarette, emitting visible white vapor",safe-fire,0.8095703125,0,no-yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B6/smoking41.jpg,smoking41.jpg,0,not dangerous fire,FALSE,0,0,0,,,no-yolo-fire-detected,0,2.64E-05,9,"Man exhales smoke from a lit cigarette, emitting visible white vapor",safe-fire,0.998046875,0,no-yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B6/smoking42.jpg,smoking42.jpg,0,not dangerous fire,TRUE,0.5226872563,2.54E-05,4.86E-05,9,"Man exhales smoke from a lit cigarette, emitting visible white vapor",safe-fire,1,4.86E-05,9,"Man exhales smoke from a lit cigarette, emitting visible white vapor",safe-fire,1,0.5226872563,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B6/smoking43.jpg,smoking43.jpg,0,not dangerous fire,FALSE,0,0,0,,,no-yolo-fire-detected,0,0.0002131462097,9,"Man exhales smoke from a lit cigarette, emitting visible white vapor",safe-fire,0.9970703125,0,no-yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B6/smoking44.jpg,smoking44.jpg,0,not dangerous fire,FALSE,0,0,0,,,no-yolo-fire-detected,0,9.89E-06,9,"Man exhales smoke from a lit cigarette, emitting visible white vapor",safe-fire,1,0,no-yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B6/smoking45.jpg,smoking45.jpg,0,not dangerous fire,TRUE,0.5977695584,2.42E-06,4.05E-06,9,"Man exhales smoke from a lit cigarette, emitting visible white vapor",safe-fire,1,4.05E-06,9,"Man exhales smoke from a lit cigarette, emitting visible white vapor",safe-fire,1,0.5977695584,yolo-fire-detected
